1000	20532.8
3000	20496.1
5000	20292.1
6000	20245.3
8000	20049.1
27000	20023.5
38000	19827.6
39000	19037.6
110000	18629
261000	18611.7
551000	18438.4
603000	18126.6
883000	17649.8
